job_title,experience_level,employment_type,company_size,company_location,remote_ratio,salary_currency,years_experience,base_salary,bonus,stock_options,total_salary,salary_in_usd,currency,conversion_rate,adjusted_total_usd
Data Scientist,Senior,Part-time,Large,India,0,EUR,8,110775.48013563424,8363,5795,124933.48013563424,137426.82814919768,USD,1.0,124933.48013563424
DevOps Engineer,Mid,Contract,Medium,Germany,0,INR,15,79736.10809832584,8804,9562,98102.10809832584,1177.22529717991,CAD,0.75,73576.58107374438
DevOps Engineer,Mid,Contract,Medium,Germany,50,CAD,12,85942.19456195137,1180,27893,115015.19456195136,86261.39592146353,GBP,1.3,149519.75293053678
Data Analyst,Mid,Contract,Small,Germany,0,USD,16,61602.46463745258,1813,13323,76738.46463745259,76738.46463745259,USD,1.0,76738.46463745258
Software Engineer,,,Small,Remote,0,GBP,19,1642848.6635717142,7759,1440,55748.707187401305,72473.3193436217,INR,0.012,19824.57196286057
Data Scientist,Lead,Intern,Medium,Germany,50,EUR,2,128989.2816807651,1133,17109,147231.2816807651,1619544.098488416,GBP,1.3,191400.66618499465
Data Analyst,Junior,Full-time,Large,India,100,USD,14,29651.029547536105,3777,7520,40948.029547536105,40948.029547536105,EUR,1.1,45042.83250228972
Research Scientist,Lead,Part-time,Large,UK,50,USD,17,114939.10921147186,8641,3206,126786.10921147186,126786.10921147186,GBP,1.3,164821.94197491344
Software Engineer,,,Medium,USA,50,EUR,2,1478563.7972145427,2398,10379,45571.953920176406,50129.14931219405,USD,1.0,1491340.7972145427
Data Analyst,Mid,Contract,Medium,Canada,50,INR,10,76247.7448691524,5105,26573,107925.7448691524,12951.089384298288,EUR,1.1,118718.31935606766
Data Scientist,,,Large,Remote,50,INR,10,821424.3317858571,4740,1566,50546.91910711629,606.5630292853955,CAD,0.75,620797.7488393928
Data Scientist,,,Medium,India,50,EUR,8,89868.7870462449,1313,14164,105345.7870462449,115880.3657508694,INR,0.012,1264.149444554939
Data Scientist,,,Medium,Canada,0,GBP,9,89702.50390898238,3806,9357,102865.50390898238,133725.1550816771,INR,0.012,1234.3860469077886
DevOps Engineer,Mid,Full-time,Large,India,0,GBP,20,71502.8812416706,1635,12428,85565.8812416706,111235.6456141718,EUR,1.1,94122.46936583768
Data Scientist,Junior,Intern,Medium,Canada,100,CAD,12,28561.889497529985,6557,16025,51143.88949752999,38357.91712314749,GBP,1.3,66487.05634678899
ML Engineer,Mid,Full-time,Large,Remote,100,USD,17,71577.46936874917,7933,23469,102979.46936874917,102979.46936874917,EUR,1.1,113277.4163056241
Research Scientist,Mid,Part-time,Medium,India,50,INR,17,62842.29167668779,183,20537,83562.29167668779,1002.7475001202534,GBP,1.3,108630.97917969411
DevOps Engineer,,,Large,USA,100,INR,11,120624.35975816936,6962,16160,143746.35975816933,1724.956317098032,GBP,1.3,186870.26768562017
Software Engineer,Junior,Intern,Large,Germany,0,GBP,15,37126.78595012209,271,28209,65606.78595012208,85288.82173515871,USD,1.0,65606.78595012208
Software Engineer,Lead,Part-time,Small,UK,50,EUR,10,129000.21225274618,353,18489,147842.21225274616,1626264.334780208,EUR,1.1,162626.4334780208
Data Analyst,,,Small,Canada,0,EUR,15,2135703.2626432283,110,19946,159268.45960453598,175195.3055649896,CAD,0.75,1616819.4469824212
DevOps Engineer,,,Small,Germany,0,USD,5,3121412.460786257,5417,1039,135536.85073903977,135536.85073903977,EUR,1.1,3440655.306864883
DevOps Engineer,Senior,Part-time,Large,UK,50,USD,20,106350.59877776858,2817,22609,131776.59877776858,131776.59877776858,GBP,1.3,171309.57841109915
DevOps Engineer,Lead,Part-time,Small,Remote,100,GBP,7,132218.2488451227,4429,1321,137968.2488451227,179358.7234986595,USD,1.0,137968.2488451227
Software Engineer,Junior,Full-time,Medium,Remote,50,GBP,0,38478.77188303003,7768,24858,71104.77188303003,92436.20344793904,CAD,0.75,53328.578912272525
Data Analyst,,,Small,India,100,CAD,8,3121412.460786257,2281,8811,78731.20270054485,59048.40202540864,GBP,1.3,4072255.799022134
Research Scientist,Lead,Intern,Medium,India,50,CAD,14,148644.8167658297,7436,15858,171938.8167658297,128954.11257437228,USD,1.0,171938.8167658297
Data Scientist,Senior,Intern,Medium,Germany,100,INR,20,104380.64317903885,7438,29902,141720.64317903883,1700.647718148466,INR,0.012,1700.647718148466
Research Scientist,,,Small,UK,0,CAD,11,91750.7155689284,4104,8209,104063.7155689284,78047.78667669631,USD,1.0,104063.7155689284
Data Scientist,Junior,Contract,Medium,UK,100,USD,3,45703.67691149026,4497,16421,66621.67691149027,66621.67691149027,EUR,1.1,73283.8446026393
ML Engineer,Lead,Full-time,Large,UK,50,CAD,18,137870.28949957513,9566,695,148131.28949957513,111098.46712468134,INR,0.012,1777.5754739949016
Research Scientist,Senior,Contract,Medium,USA,0,INR,10,92328.66691837102,503,6100,98931.66691837102,1187.1800030204522,EUR,1.1,108824.83361020812
Data Scientist,,,Large,India,50,INR,18,67847.20542654255,1231,10196,79274.20542654255,951.2904651185108,USD,1.0,79274.20542654255
Research Scientist,Senior,,Medium,Canada,50,USD,14,104391.80913862248,228,5355,109974.80913862248,109974.80913862248,EUR,1.1,120972.29005248474
ML Engineer,,,Medium,Remote,100,EUR,12,77249.18710346016,9510,26153,112912.18710346016,124203.4058138062,CAD,0.75,84684.14032759512
DevOps Engineer,,,Large,USA,100,EUR,16,2957127.594429085,296,3397,103305.91391210952,113636.50530332047,USD,1.0,2960820.594429085
Data Scientist,Lead,Contract,Large,Canada,100,USD,0,134426.47930985823,5957,19811,160194.47930985823,160194.47930985823,USD,1.0,160194.47930985823
Data Analyst,Mid,Intern,Large,Remote,50,GBP,1,76229.93864806075,6988,14943,98160.93864806076,127609.22024247896,GBP,1.3,127609.22024247896
Software Engineer,Senior,Intern,Large,Canada,0,EUR,0,99783.55886490608,5280,5009,110072.55886490608,121079.8147513967,USD,1.0,110072.55886490608
Research Scientist,Lead,Full-time,Small,USA,50,INR,16,122098.56851088173,7388,20216,149702.56851088174,1796.430822130581,CAD,0.75,112276.9263831613
ML Engineer,Mid,Part-time,Large,USA,50,INR,13,80520.64554052889,469,11738,92727.64554052889,1112.7317464863468,USD,1.0,92727.64554052889
Research Scientist,,,Medium,UK,50,EUR,16,118525.95924040586,9420,21149,149094.95924040588,164004.45516444647,CAD,0.75,111821.2194303044
Software Engineer,,,Medium,India,50,GBP,18,985709.1981430284,2972,12723,135352.62900568935,175958.41770739615,GBP,1.3,1301825.4575859369
Software Engineer,Senior,Part-time,Small,Canada,100,EUR,19,105290.85527943788,5846,5796,116932.85527943788,128626.14080738169,INR,0.012,1403.1942633532549
Data Analyst,Mid,Part-time,Large,India,0,CAD,14,85293.13652920914,3114,27530,115937.13652920914,86952.85239690685,EUR,1.1,127530.85018213006
Research Scientist,Senior,Intern,Medium,Germany,0,INR,14,97344.927842568,3967,10643,111954.927842568,1343.4591341108162,GBP,1.3,145541.4061953384
Research Scientist,Lead,Full-time,Small,India,100,USD,11,147122.04480279534,4371,12182,163675.04480279534,163675.04480279534,EUR,1.1,180042.54928307488
Data Scientist,Mid,Intern,Medium,USA,50,EUR,16,73566.37631044525,9370,17337,100273.37631044524,110300.71394148978,CAD,0.75,75205.03223283394
Data Analyst,Senior,Full-time,Large,Canada,0,INR,16,113439.24179206844,6020,14885,134344.24179206844,1612.1309015048214,GBP,1.3,174647.51432968897
Data Scientist,Mid,Full-time,Large,USA,100,CAD,16,84892.468711352,4673,7969,97534.468711352,73150.85153351401,GBP,1.3,126794.8093247576
Data Analyst,Mid,Intern,Large,Canada,0,GBP,0,78666.835574233,5272,10681,94619.835574233,123005.7862465029,CAD,0.75,70964.87668067476
Data Analyst,Mid,Contract,Medium,UK,50,CAD,5,76849.16383218781,8852,22688,108389.1638321878,81291.87287414086,INR,0.012,1300.6699659862538
Data Scientist,,,Large,Remote,100,CAD,14,2957127.594429085,8399,8398,87375.82585888488,65531.86939416366,INR,0.012,35687.09513314903
Data Scientist,Lead,Part-time,Small,USA,50,INR,10,116866.87347064196,4461,21978,143305.87347064196,1719.6704816477036,GBP,1.3,186297.63551183452
Software Engineer,Mid,Full-time,Small,Canada,50,GBP,14,73813.9080539578,2966,28051,104830.9080539578,136280.18047014513,CAD,0.75,78623.18104046835
DevOps Engineer,Junior,Full-time,Large,Germany,0,EUR,18,22389.21319420411,3548,17018,42955.21319420411,47250.73451362452,INR,0.012,515.4625583304493
Research Scientist,Lead,Contract,Small,UK,0,GBP,16,134958.83713361775,130,26844,161932.83713361775,210512.6882737031,CAD,0.75,121449.62785021332
Data Analyst,Mid,Contract,Large,Germany,50,INR,7,63966.585231180085,4024,24093,92083.58523118008,1105.003022774161,USD,1.0,92083.58523118008
DevOps Engineer,Senior,Part-time,Medium,Germany,100,USD,9,102535.3582484653,9706,10455,122696.3582484653,122696.3582484653,USD,1.0,122696.3582484653
Data Analyst,,,Medium,Germany,0,CAD,4,135242.77465877196,8043,15788,159073.77465877196,119305.33099407898,GBP,1.3,206795.90705640355
ML Engineer,Senior,Contract,Large,UK,0,INR,14,108285.11982019094,8345,8664,125294.11982019094,1503.5294378422914,GBP,1.3,162882.35576624822
Data Scientist,,,Large,Remote,0,GBP,11,2299988.1290004,6885,25361,93574.3324954438,121646.63224407696,USD,1.0,2332234.1290004
DevOps Engineer,Junior,Full-time,Medium,Canada,0,USD,6,23161.945813248727,5521,24955,53637.94581324873,53637.94581324873,CAD,0.75,40228.45935993655
Data Analyst,,,Large,Germany,0,INR,0,92069.01308728078,427,15647,108143.01308728078,1297.7161570473693,CAD,0.75,81107.25981546058
Data Analyst,,,Small,Germany,50,USD,4,97221.28335757786,204,5938,103363.28335757786,103363.28335757786,CAD,0.75,77522.4625181834
Data Scientist,Junior,,Large,Germany,0,EUR,7,42493.84265679225,764,13749,57006.84265679225,62707.52692247148,GBP,1.3,74108.89545382993
Data Scientist,Mid,Part-time,Medium,Canada,0,EUR,18,78098.415892905,7946,16355,102399.415892905,112639.35748219553,GBP,1.3,133119.2406607765
Data Scientist,Junior,Full-time,Large,USA,50,EUR,8,37744.52131420759,2943,21415,62102.52131420759,683127.7344562835,INR,0.012,745.2302557704911
DevOps Engineer,,,Medium,USA,100,INR,1,1478563.7972145427,6102,25679,139850.32422608175,1678.203890712981,CAD,0.75,1132758.5979109071
DevOps Engineer,Lead,Full-time,Medium,Germany,50,USD,5,121534.42671621087,2399,16115,140048.4267162109,140048.4267162109,INR,0.012,1680.5811205945306
DevOps Engineer,Senior,Part-time,Large,UK,0,CAD,17,99328.90287769692,4880,375,104583.90287769692,78437.9271582727,GBP,1.3,135959.073741006
Software Engineer,Lead,Intern,Medium,USA,0,USD,14,117931.2860399379,3911,3539,125381.2860399379,125381.2860399379,GBP,1.3,162995.67185191927
Software Engineer,Senior,Part-time,Small,India,100,GBP,5,91425.11593309102,5603,29700,126728.11593309102,164746.55071301834,EUR,1.1,139400.92752640013
Data Analyst,Junior,Full-time,Small,Germany,100,CAD,12,50407.263483309,4205,10288,64900.263483309,48675.19761248175,GBP,1.3,84370.3425283017
ML Engineer,Lead,Contract,Medium,India,0,CAD,12,143066.05402203024,7823,26665,177554.05402203024,133165.54051652268,INR,0.012,2130.6486482643627
Software Engineer,Mid,Contract,Medium,USA,50,USD,12,79505.57634254963,3085,21229,103819.57634254964,103819.57634254964,EUR,1.1,114201.5339768046
DevOps Engineer,Senior,Part-time,Medium,UK,0,EUR,16,103553.87059853626,2911,29250,135714.87059853628,149286.35765838993,USD,1.0,135714.87059853628
Software Engineer,,,Small,UK,50,INR,15,1807133.5299288856,5242,21122,105454.2686549848,1265.4512238598177,GBP,1.3,2383546.788907551
Data Scientist,,,Medium,Germany,0,GBP,5,132588.3883945606,7795,27668,168051.3883945606,218466.8049129288,CAD,0.75,126038.54129592046
Software Engineer,Mid,,Large,Remote,100,EUR,7,65573.14784203141,3879,24553,94005.1478420314,103405.66262623457,INR,0.012,1128.061774104377
DevOps Engineer,Lead,Intern,Medium,Canada,100,EUR,19,144298.4634529206,1140,9302,154740.4634529206,170214.50979821268,INR,0.012,1856.8855614350475
Data Analyst,Mid,Part-time,Medium,India,0,INR,2,71962.0554257239,9222,196,81380.0554257239,976.5606651086867,USD,1.0,81380.0554257239
ML Engineer,Lead,Part-time,Medium,Germany,50,GBP,7,134185.23070597905,6070,19646,159901.23070597905,207871.5999177728,CAD,0.75,119925.92302948429
Research Scientist,Mid,Full-time,Medium,Canada,50,INR,12,58776.86652092138,6509,11492,76777.86652092138,921.3343982510564,USD,1.0,76777.86652092138
ML Engineer,,,Small,USA,0,INR,19,92796.9268787312,4251,9903,106950.9268787312,1283.4111225447746,GBP,1.3,139036.20494235057
Data Scientist,Junior,Full-time,Large,India,50,CAD,13,39020.71749397718,2852,8428,50300.71749397718,37725.53812048289,USD,1.0,50300.71749397718
Software Engineer,,,Small,India,0,EUR,9,75247.61145265358,3131,10754,89132.61145265358,98045.87259791896,INR,0.012,1069.591337431843
DevOps Engineer,Mid,Full-time,Large,India,0,CAD,6,73075.99219788073,3073,16408,92556.99219788073,69417.74414841054,USD,1.0,92556.99219788073
Research Scientist,,,Small,India,0,USD,10,1642848.6635717142,6028,28896,172886.69832881537,172886.69832881537,USD,1.0,1677772.6635717142
Data Analyst,Senior,Full-time,Large,Remote,0,INR,15,93800.96619537212,8940,19110,121850.96619537212,1462.2115943444655,GBP,1.3,158406.25605398376
Software Engineer,Senior,Part-time,Medium,Canada,0,INR,6,100784.079576585,7990,19714,128488.079576585,1541.85695491902,GBP,1.3,167034.50344956052
DevOps Engineer,Lead,Part-time,Medium,Germany,100,CAD,5,129103.52277213932,7099,21576,157778.52277213935,118333.89207910452,EUR,1.1,173556.37504935326
Data Analyst,Lead,Full-time,Medium,Germany,100,INR,2,123942.1842559772,8261,17034,149237.1842559772,1790.8462110717264,USD,1.0,149237.18425597722
Software Engineer,Senior,Intern,Medium,Canada,0,CAD,15,101475.62439137064,5250,14632,121357.62439137064,91018.21829352796,CAD,0.75,91018.218293528
Research Scientist,Lead,Part-time,Medium,Germany,100,CAD,2,115539.97703757354,230,28852,144621.97703757352,108466.48277818014,CAD,0.75,108466.48277818014
Data Analyst,Senior,Intern,Small,Remote,50,GBP,18,113986.54723680978,1640,8576,124202.54723680978,161463.3114078527,INR,0.012,1490.430566841717
DevOps Engineer,,,Medium,India,50,EUR,2,141048.70256123992,1537,12251,154836.70256123992,170320.3728173639,EUR,1.1,170320.3728173639
Research Scientist,Senior,Full-time,Medium,Germany,50,EUR,17,94184.92326779696,7624,14150,115958.92326779696,127554.81559457666,USD,1.0,115958.92326779696
Software Engineer,Senior,Full-time,Medium,Canada,50,GBP,16,99702.02376673312,4947,12237,116886.02376673312,151951.83089675306,INR,0.012,1402.6322852007977
ML Engineer,Senior,Intern,Large,USA,0,CAD,2,102491.74931232366,3789,28427,134707.74931232366,101030.81198424275,INR,0.012,1616.492991747884
ML Engineer,Junior,Intern,Small,UK,50,EUR,17,42487.762307081466,3921,19733,66141.76230708146,72755.93853778961,GBP,1.3,85984.2909992059
Data Analyst,Senior,Intern,Medium,USA,0,USD,18,131004.73008237786,6205,20153,157362.73008237785,157362.73008237785,EUR,1.1,173099.00309061565
Data Scientist,Lead,Part-time,Medium,Germany,0,CAD,19,119441.28729680764,6091,1156,126688.28729680764,95016.21547260572,CAD,0.75,95016.21547260572
ML Engineer,,,Small,Canada,100,USD,10,122160.55974313244,9273,11859,143292.55974313244,143292.55974313244,USD,1.0,143292.55974313244
Data Analyst,Senior,Contract,Medium,India,100,CAD,19,104880.56276961265,5273,4762,114915.56276961265,86186.67207720948,USD,1.0,114915.56276961265
Research Scientist,,,Large,Remote,50,CAD,9,1642848.6635717142,2663,11713,123026.9922762404,922702.4420718028,CAD,0.75,1242918.4976787856
DevOps Engineer,,,Medium,Canada,0,USD,8,72278.76467303913,8611,21864,102753.76467303911,102753.76467303911,INR,0.012,1233.0451760764695
Data Analyst,Junior,Contract,Large,Germany,0,INR,13,34716.80523359004,105,11209,46030.80523359004,552.3696628030805,INR,0.012,552.3696628030805
Research Scientist,Mid,Contract,Small,UK,50,EUR,12,64925.02745066794,5515,18610,89050.02745066794,97955.03019573474,INR,0.012,1068.600329408015
ML Engineer,,,Small,UK,50,CAD,15,104707.72948472094,1151,2066,107924.72948472094,80943.5471135407,EUR,1.1,118717.20243319304
Data Analyst,Junior,Contract,Small,India,100,USD,3,53743.88685215319,5738,22324,81805.8868521532,81805.8868521532,USD,1.0,81805.8868521532
ML Engineer,Mid,Full-time,Large,USA,100,CAD,20,63994.3485912441,8990,15536,88520.34859124411,66390.26144343309,EUR,1.1,97372.38345036854
Software Engineer,Mid,,Medium,India,100,EUR,7,83273.470702699,6761,12254,102288.470702699,112517.31777296892,CAD,0.75,76716.35302702425
Data Scientist,Lead,Full-time,Large,Canada,50,GBP,3,124370.66558742372,4637,21482,150489.66558742372,195636.56526365085,USD,1.0,150489.66558742372
Data Scientist,Junior,Full-time,Large,Canada,50,INR,13,30297.010018771725,8216,2690,41203.010018771725,494.4361202252607,INR,0.012,494.4361202252607
DevOps Engineer,Mid,Part-time,Medium,India,0,EUR,10,89459.63079090475,5137,23841,118437.63079090476,130281.39386999524,USD,1.0,118437.63079090476
Data Scientist,Lead,Contract,Small,UK,50,EUR,1,134012.53053291186,6278,567,140857.53053291186,154943.28358620306,INR,0.012,1690.2903663949423
Data Scientist,Mid,Contract,Small,USA,100,INR,18,58695.52759465459,7791,7942,74428.52759465459,893.1423311358551,GBP,1.3,96757.08587305096
ML Engineer,Junior,Part-time,Medium,UK,100,EUR,3,28992.40646837691,1854,17535,48381.40646837691,53219.547115214606,GBP,1.3,62895.82840888998
DevOps Engineer,Mid,Contract,Medium,Remote,100,CAD,17,56763.82498320089,5869,11908,74540.82498320089,55905.61873740067,GBP,1.3,96903.07247816116
DevOps Engineer,Senior,Contract,Large,Remote,100,GBP,18,96946.6270670285,814,18868,116628.6270670285,151617.21518713704,GBP,1.3,151617.21518713704
Data Scientist,Junior,Intern,Medium,UK,100,CAD,15,44818.65118330741,1339,4745,50902.65118330741,38176.98838748056,USD,1.0,50902.65118330741
Research Scientist,Senior,Part-time,Small,USA,100,EUR,18,105483.38638368556,3429,7382,116294.38638368556,127923.82502205414,EUR,1.1,127923.82502205412
DevOps Engineer,Senior,Part-time,Large,UK,50,CAD,4,92070.06941943998,3319,8981,104370.06941943998,78277.55206457998,EUR,1.1,114807.076361384
Data Analyst,Lead,Full-time,Medium,Canada,0,EUR,1,133825.90228184644,9445,22270,165540.90228184644,182094.9925100311,GBP,1.3,215203.1729664004
Data Scientist,Lead,Intern,Large,Germany,0,USD,13,129559.2267591988,4811,24004,158374.2267591988,158374.2267591988,EUR,1.1,174211.6494351187
Data Scientist,Senior,Part-time,Medium,Germany,100,CAD,9,98790.35350904544,3857,7903,110550.35350904544,82912.7651317841,INR,0.012,1326.6042421085451
Research Scientist,,,Large,Germany,50,EUR,4,2792842.728071914,1498,10216,59711.52891867322,65682.68181054054,EUR,1.1,3085012.4008791056
Software Engineer,,,Large,Remote,50,INR,9,38720.19848726616,1943,21564,62227.19848726616,746.7263818471939,EUR,1.1,68449.91833599278
Data Analyst,Senior,Contract,Large,UK,50,INR,20,97879.39075146789,2251,4190,104320.39075146789,1251.8446890176144,INR,0.012,1251.8446890176149
Software Engineer,,,Large,Germany,0,EUR,3,143382.20755411402,4472,17576,165430.20755411402,181973.22830952544,GBP,1.3,215059.26982034824
ML Engineer,Junior,Contract,Small,India,0,GBP,4,30972.778456478525,3800,27717,62489.778456478525,81236.71199342208,GBP,1.3,81236.71199342208
ML Engineer,Lead,Intern,Small,Germany,50,CAD,15,124554.19311634416,9215,29553,163322.19311634416,122491.64483725812,INR,0.012,1959.86631739613
Data Scientist,Mid,Intern,Large,UK,0,USD,10,53951.67191323471,6777,5266,65994.67191323472,65994.67191323472,GBP,1.3,85793.07348720514
Data Scientist,Senior,Part-time,Large,India,100,INR,8,97973.42389232066,9091,12713,119777.42389232066,1437.329086707848,INR,0.012,1437.329086707848
Data Scientist,Junior,Part-time,Medium,Remote,50,EUR,12,29568.196651132414,7136,26786,63490.19665113241,69839.21631624566,CAD,0.75,47617.64748834931
ML Engineer,Lead,Contract,Medium,UK,100,EUR,16,142282.78865494268,7927,9995,160204.78865494268,176225.26752043696,CAD,0.75,120153.591491207
Software Engineer,,,Small,India,100,USD,13,1807133.5299288856,3914,9983,143458.98182686552,143458.98182686552,INR,0.012,21852.36635914663
ML Engineer,Senior,Contract,Large,Remote,0,CAD,9,107026.1678425814,5262,20229,132517.1678425814,99387.87588193604,INR,0.012,1590.2060141109769
DevOps Engineer,Lead,Intern,Large,Canada,0,CAD,9,138326.61008562034,2063,22722,163111.61008562034,122333.70756421526,EUR,1.1,179422.7710941824
DevOps Engineer,,,Large,Germany,100,INR,20,1807133.5299288856,3581,4664,68442.73368980536,8213.128042776643,EUR,1.1,1996916.3829217744
Software Engineer,Lead,Intern,Medium,India,50,GBP,9,123288.1434674652,4734,27887,155909.14346746518,202681.8865077048,USD,1.0,155909.14346746518
Software Engineer,Junior,,Small,USA,0,CAD,11,42642.42360028464,2591,14431,59664.42360028464,44748.31770021348,INR,0.012,715.9730832034156
DevOps Engineer,Junior,Contract,Small,UK,100,EUR,13,22628.8846360172,3041,17546,43215.8846360172,47537.47309961892,INR,0.012,518.5906156322064
Data Analyst,Junior,,Small,Canada,100,GBP,12,35465.41451759148,9468,12724,57657.41451759148,74954.63887286893,INR,0.012,691.8889742110978
Software Engineer,Junior,Part-time,Small,Canada,0,INR,16,11056.245697265462,6513,848,18417.24569726546,221.0069483671856,CAD,0.75,13812.934272949096
Data Scientist,Mid,Contract,Large,Remote,100,CAD,19,83653.91345958572,243,10347,94243.91345958572,70682.93509468928,CAD,0.75,70682.93509468928
Data Analyst,Senior,Part-time,Medium,India,50,CAD,0,90052.21320802192,1157,13279,104488.21320802192,78366.15990601643,USD,1.0,104488.21320802192
Data Analyst,Junior,Intern,Medium,India,50,CAD,3,35260.155339103425,8664,24239,68163.15533910342,51122.36650432757,USD,1.0,68163.15533910342
Data Analyst,Mid,Part-time,Small,Germany,50,CAD,6,64462.6582572769,5043,15162,84667.6582572769,63500.74369295767,USD,1.0,84667.6582572769
Software Engineer,Senior,Full-time,Large,Remote,0,USD,4,104004.93788728576,1037,18876,123917.93788728576,123917.93788728576,INR,0.012,1487.0152546474292
Data Analyst,Senior,Part-time,Small,UK,0,CAD,5,96289.48972216331,7443,11790,115522.48972216331,86641.86729162249,USD,1.0,115522.48972216331
Software Engineer,Mid,Part-time,Large,Remote,100,EUR,3,56618.95247109946,492,12144,69254.95247109946,76180.44771820941,CAD,0.75,51941.2143533246
Data Scientist,Lead,Contract,Small,Canada,100,INR,0,119431.32014568055,3814,5902,129147.32014568055,1549.7678417481668,GBP,1.3,167891.51618938474
DevOps Engineer,Mid,Intern,Small,UK,0,INR,9,86873.3698356405,1151,29211,117235.3698356405,1406.824438027686,INR,0.012,1406.824438027686
Data Scientist,Mid,Intern,Large,Germany,50,USD,1,64153.67357257217,9233,4995,78381.67357257217,78381.67357257217,GBP,1.3,101896.17564434382
DevOps Engineer,Junior,Full-time,Medium,India,0,USD,9,42337.852101833225,1146,2908,46391.852101833225,46391.852101833225,CAD,0.75,34793.88907637492
Software Engineer,Lead,Full-time,Small,India,50,EUR,16,125189.94033949214,5681,16214,147084.94033949214,161793.43437344136,USD,1.0,147084.94033949214
ML Engineer,Mid,Full-time,Large,Remote,0,GBP,1,84098.74991233734,1353,4991,90442.74991233734,117575.57488603856,USD,1.0,90442.74991233734
Software Engineer,,,Large,UK,50,EUR,2,37056.4282789941,1900,17187,56143.4282789941,61757.77110689352,USD,1.0,56143.4282789941
Data Analyst,Junior,Full-time,Medium,Remote,50,INR,0,62028.58471572005,7347,17729,87104.58471572005,1045.2550165886405,INR,0.012,1045.2550165886405
Data Scientist,Lead,Full-time,Small,Canada,50,INR,2,117753.912398648,2721,21373,141847.912398648,1702.1749487837762,INR,0.012,1702.1749487837758
Data Scientist,Senior,Contract,Medium,Canada,100,GBP,10,99359.74229831272,2206,18091,119656.74229831272,155553.76498780653,EUR,1.1,131622.416528144
Research Scientist,Mid,Full-time,Small,India,50,CAD,20,79668.36814158739,5522,3492,88682.36814158739,66511.77610619055,INR,0.012,1064.1884176990486
Data Scientist,Mid,Contract,Large,Remote,100,USD,20,51667.27171926034,518,7268,59453.27171926034,59453.27171926034,INR,0.012,713.4392606311241
Software Engineer,Mid,Intern,Medium,Canada,50,EUR,19,62878.9392003986,6957,7492,77327.9392003986,85060.73312043847,EUR,1.1,85060.73312043847
ML Engineer,Mid,Part-time,Medium,India,50,INR,7,75976.45544969,8918,3957,88851.45544969,1066.21746539628,CAD,0.75,66638.5915872675
DevOps Engineer,Senior,Full-time,Large,India,0,CAD,6,100349.1202638602,78,19257,119684.1202638602,89763.09019789516,EUR,1.1,131652.53229024622
Research Scientist,Mid,Full-time,Medium,Remote,50,CAD,4,78672.76037938708,4339,11190,94201.76037938708,70651.32028454031,INR,0.012,1130.421124552645
ML Engineer,,,Large,Germany,0,USD,6,985709.1981430284,8763,25230,141485.562241259,141485.562241259,USD,1.0,1019702.1981430284
Data Scientist,Lead,Intern,Large,India,50,INR,20,120087.31469032512,7652,7881,135620.31469032512,1627.4437762839011,EUR,1.1,149182.34615935764
Software Engineer,Lead,Full-time,Large,India,50,INR,7,141850.9053346147,9594,11158,162602.9053346147,19512.348640153767,EUR,1.1,178863.1958680762
Research Scientist,Lead,Intern,Medium,Canada,0,GBP,18,123334.90524424089,8177,386,131897.9052442409,171467.27681751316,USD,1.0,131897.9052442409
Data Scientist,Lead,Full-time,Large,Canada,0,INR,12,132832.5771109042,6992,26373,166197.5771109042,1994.3709253308505,CAD,0.75,124648.18283317816
Software Engineer,Senior,Part-time,Large,USA,100,USD,20,110075.37598819952,2103,2673,114851.37598819952,114851.37598819952,CAD,0.75,86138.53199114965
Data Analyst,Mid,Intern,Small,Remote,0,EUR,5,79898.61818110562,9633,14582,104113.61818110562,114524.9799992162,GBP,1.3,135347.7036354373
Data Scientist,,,Small,UK,50,USD,13,1478563.7972145427,59,19702,122680.89180312834,122680.89180312834,INR,0.012,17979.897566574513
ML Engineer,Junior,Contract,Medium,Germany,50,INR,15,45477.02502632413,1857,6863,54197.02502632413,650.3643003158896,USD,1.0,54197.02502632413
Data Analyst,Lead,Part-time,Medium,USA,0,USD,13,129100.48745710576,153,12086,141339.48745710577,141339.48745710577,CAD,0.75,106004.61559282932
Research Scientist,Lead,Part-time,Small,UK,0,USD,4,119652.4042579013,1895,12759,134306.4042579013,134306.4042579013,GBP,1.3,174598.3255352717
Software Engineer,,,Small,USA,50,USD,15,1971418.3962860568,5106,20956,76259.384754979,76259.384754979,GBP,1.3,2596724.515171874
Data Analyst,Junior,Contract,Medium,India,50,GBP,14,52600.19206903375,6480,26167,85247.19206903374,110821.34968974387,CAD,0.75,63935.39405177531
Software Engineer,,,Medium,USA,50,EUR,14,821424.3317858571,1488,13502,93263.17882961324,102589.49671257458,CAD,0.75,627310.7488393928
Software Engineer,Mid,Full-time,Large,Germany,50,EUR,1,64470.64227639995,2010,19496,85976.64227639994,94574.30650403997,GBP,1.3,111769.63495931993
Research Scientist,Senior,Part-time,Medium,USA,100,CAD,5,102763.24403234472,7605,27985,138353.24403234472,103764.93302425854,CAD,0.75,103764.93302425854
DevOps Engineer,Lead,Full-time,Medium,Remote,50,INR,9,143850.6184403143,1203,23944,168997.6184403143,2027.971421283772,EUR,1.1,185897.38028434577
Data Scientist,,,Large,USA,100,INR,6,985709.1981430284,245,4013,57798.1101037498,693.5773212449976,GBP,1.3,1286957.357585937
